Salary,First,Last,Email,Phone,Language,Hire Date
311084,Roger,Bernadina,roger.bernadina@company.org,19292383363,english,"October 30, 2016"
159115,Adam,Bernero,adam.bernero@company.org,19292383363,english,"April 17, 2004"
68420,Doug,Bernier,doug.bernier@company.org,19292383363,english,"August 2, 2017"
121009,Jose,Berrios,jose.berrios@company.org,19292383363,portuguese,"March 22, 2000"
288682,Angel,Berroa,angel.berroa@company.org,19292383363,english,"October 23, 2008"
242238,Quintin,Berry,quintin.berry@company.org,19292383363,english,"December 16, 2009"
118298,Jon,Berti,jon.berti@company.org,19292383363,english,"January 16, 2018"
242154,Mike,Bertotti,mike.bertotti@company.org,19292383363,italian,"April 18, 2003"
127122,Andres,Berumen,andres.berumen@company.org,19292383363,english,"September 16, 2012"
249269,Dellin,Betances,dellin.betances@company.org,19292383363,english,"August 18, 2003"
243657,Rafael,Betancourt,rafael.betancourt@company.org,19292383363,spanish,"March 21, 2013"
243310,Yuniesky,Betancourt,yuniesky.betancourt@company.org,19292383363,english,"June 12, 2016"
80653,Wilson,Betemit,wilson.betemit@company.org,19292383363,spanish,"November 2, 2008"
95922,Christian,Bethancourt,christian.bethancourt@company.org,19292383363,english,"December 5, 2004"
53608,Chad,Bettis,chad.bettis@company.org,19292383363,spanish,"June 6, 2013"
207499,Mookie,Betts,mookie.betts@company.org,19292383363,english,"March 9, 2000"
153169,Jason,Beverlin,jason.beverlin@company.org,19292383363,english,"January 31, 2010"
156373,Brian,Bevil,brian.bevil@company.org,19292383363,spanish,"January 4, 2000"
192466,Joe,Biagini,joe.biagini@company.org,19292383363,english,"September 20, 2016"
276419,Jeff,Bianchi,jeff.bianchi@company.org,19292383363,english,"June 11, 2015"
245774,Austin,Bibens-Dirkx,austin.bibens-dirkx@company.org,19292383363,english,"May 4, 2016"
53254,Jesse,Biddle,jesse.biddle@company.org,19292383363,english,"November 29, 2016"
373770,Rocky,Biddle,rocky.biddle@company.org,19292383363,english,"October 6, 2010"
75344,Shane,Bieber,shane.bieber@company.org,19292383363,italian,"October 3, 2017"
390803,Nick,Bierbrodt,nick.bierbrodt@company.org,19292383363,english,"April 17, 2017"
152661,Randor,Bierd,randor.bierd@company.org,19292383363,portuguese,"December 13, 2012"
377578,Steve,Bieser,steve.bieser@company.org,19292383363,english,"April 23, 2009"
110618,Larry,Bigbie,larry.bigbie@company.org,19292383363,english,"May 4, 2019"
104623,Brent,Billingsley,brent.billingsley@company.org,19292383363,english,"October 5, 2003"
298987,Bruce,Billings,bruce.billings@company.org,19292383363,english,"March 26, 2014"
211219,Chad,Billingsley,chad.billingsley@company.org,19292383363,english,"October 21, 2006"
306738,Greg,Bird,greg.bird@company.org,19292383363,english,"March 18, 2011"
384787,Kurt,Birkins,kurt.birkins@company.org,19292383363,english,"June 30, 2004"
208940,Joe,Bisenius,joe.bisenius@company.org,19292383363,english,"January 28, 2015"
343510,Brian,Bixler,brian.bixler@company.org,19292383363,spanish,"April 12, 2011"
62386,Ty,Blach,ty.blach@company.org,19292383363,english,"July 8, 2000"
162275,Charlie,Blackmon,charlie.blackmon@company.org,19292383363,english,"May 29, 2004"
236195,Nick,Blackburn,nick.blackburn@company.org,19292383363,english,"November 30, 2015"
276665,Paul,Blackburn,paul.blackburn@company.org,19292383363,english,"May 12, 2018"
342077,Ray,Black,ray.black@company.org,19292383363,portuguese,"August 1, 2005"
157052,Travis,Blackley,travis.blackley@company.org,19292383363,english,"July 3, 2007"
259451,Vic,Black,vic.black@company.org,19292383363,english,"March 26, 2016"
245338,Aaron,Blair,aaron.blair@company.org,19292383363,english,"December 18, 2012"
80746,Carson,Blair,carson.blair@company.org,19292383363,spanish,"July 14, 2000"
93387,Casey,Blake,casey.blake@company.org,19292383363,english,"June 17, 2005"
259987,Hank,Blalock,hank.blalock@company.org,19292383363,english,"May 28, 2011"
146832,Andres,Blanco,andres.blanco@company.org,19292383363,english,"December 14, 2017"
100265,Gregor,Blanco,gregor.blanco@company.org,19292383363,english,"July 20, 2005"
143866,Henry,Blanco,henry.blanco@company.org,19292383363,english,"January 7, 2011"
241781,Tony,Blanco,tony.blanco@company.org,19292383363,english,"February 22, 2003"
285729,Alex,Blandino,alex.blandino@company.org,19292383363,english,"April 20, 2013"
324698,Nate,Bland,nate.bland@company.org,19292383363,english,"October 16, 2011"
391492,Kyle,Blanks,kyle.blanks@company.org,19292383363,english,"June 13, 2005"
358638,Matt,Blank,matt.blank@company.org,19292383363,english,"August 26, 2008"
332178,Joe,Blanton,joe.blanton@company.org,19292383363,spanish,"June 15, 2006"
237566,Jabari,Blash,jabari.blash@company.org,19292383363,english,"January 14, 2005"
263599,Michael,Blazek,michael.blazek@company.org,19292383363,spanish,"September 28, 2010"
168425,Ron,Blazier,ron.blazier@company.org,19292383363,portuguese,"October 12, 2008"
299159,Jeremy,Bleich,jeremy.bleich@company.org,19292383363,english,"March 29, 2008"
117713,Richard,Bleier,richard.bleier@company.org,19292383363,spanish,"June 9, 2001"
386336,Jerry,Blevins,jerry.blevins@company.org,19292383363,spanish,"November 1, 2003"
120260,Ben,Blomdahl,ben.blomdahl@company.org,19292383363,spanish,"September 10, 2016"
72577,Willie,Bloomquist,willie.bloomquist@company.org,19292383363,spanish,"May 3, 2017"
49632,Greg,Blosser,greg.blosser@company.org,19292383363,spanish,"January 19, 2016"
297263,Jaime,Bluma,jaime.bluma@company.org,19292383363,spanish,"June 14, 2003"
232934,Geoff,Blum,geoff.blum@company.org,19292383363,spanish,"April 28, 2016"
193918,Hiram,Bocachica,hiram.bocachica@company.org,19292383363,spanish,"June 10, 2001"
399137,Doug,Bochtler,doug.bochtler@company.org,19292383363,spanish,"April 11, 2006"
147881,Brett,Bochy,brett.bochy@company.org,19292383363,spanish,"March 8, 2002"
292631,Brian,Bocock,brian.bocock@company.org,19292383363,spanish,"November 11, 2001"
49683,Brian,Boehringer,brian.boehringer@company.org,19292383363,spanish,"May 5, 2001"
329143,Brennan,Boesch,brennan.boesch@company.org,19292383363,spanish,"April 17, 2004"
302203,Xander,Bogaerts,xander.bogaerts@company.org,19292383363,spanish,"August 5, 2005"
226716,Tim,Bogar,tim.bogar@company.org,19292383363,spanish,"February 15, 2014"
329471,Brandon,Boggs,brandon.boggs@company.org,19292383363,spanish,"August 8, 2007"
207594,Mitchell,Boggs,mitchell.boggs@company.org,19292383363,spanish,"October 13, 2000"
106441,Brian,Bogusevic,brian.bogusevic@company.org,19292383363,spanish,"September 11, 2004"
71853,Frank,Bolick,frank.bolick@company.org,19292383363,spanish,"December 5, 2003"
96529,Mike,Bolsinger,mike.bolsinger@company.org,19292383363,spanish,"April 23, 2016"
158569,Rod,Bolton,rod.bolton@company.org,19292383363,spanish,"August 24, 2015"
139410,Jeremy,Bonderman,jeremy.bonderman@company.org,19292383363,spanish,"December 13, 2005"
208865,Jung,Bong,jung.bong@company.org,19292383363,spanish,"January 7, 2002"
78629,Emilio,Bonifacio,emilio.bonifacio@company.org,19292383363,spanish,"November 20, 2005"
239429,Jorge,Bonifacio,jorge.bonifacio@company.org,19292383363,spanish,"July 16, 2019"
242874,Lisalverto,Bonilla,lisalverto.bonilla@company.org,19292383363,spanish,"June 2, 2000"
396204,Eddie,Bonine,eddie.bonine@company.org,19292383363,spanish,"July 24, 2013"
354326,Boof,Bonser,boof.bonser@company.org,19292383363,spanish,"July 21, 2017"
241535,Chris,Booker,chris.booker@company.org,19292383363,spanish,"May 9, 2018"
383615,Aaron,Boone,aaron.boone@company.org,19292383363,english,"April 6, 2013"
77049,Bret,Boone,bret.boone@company.org,19292383363,english,"May 11, 2002"
388490,Chris,Bootcheck,chris.bootcheck@company.org,19292383363,french,"October 29, 2003"
204163,Josh,Booty,josh.booty@company.org,19292383363,spanish,"November 6, 2000"
279648,Julio,Borbon,julio.borbon@company.org,19292383363,french,"December 16, 2014"
306869,Pedro,Borbon,pedro.borbon@company.org,19292383363,french,"July 3, 2015"
324070,Joe,Borchard,joe.borchard@company.org,19292383363,french,"June 11, 2004"
392171,Dave,Borkowski,dave.borkowski@company.org,19292383363,french,"July 22, 2013"
273261,Toby,Borland,toby.borland@company.org,19292383363,french,"July 2, 2014"
162188,John,Bormann,john.bormann@company.org,19292383363,french,"November 26, 2008"
307378,Joe,Borowski,joe.borowski@company.org,19292383363,french,"December 19, 2016"
168697,Ryan,Borucki,ryan.borucki@company.org,19292383363,french,"July 6, 2001"
155187,Wilfredo,Boscan,wilfredo.boscan@company.org,19292383363,french,"June 7, 2010"
194534,Buddy,Boshers,buddy.boshers@company.org,19292383363,french,"November 1, 2014"
296731,Christopher,Bostick,christopher.bostick@company.org,19292383363,french,"February 23, 2012"
65384,David,Bote,david.bote@company.org,19292383363,french,"March 11, 2009"
79398,Ricky,Bottalico,ricky.bottalico@company.org,19292383363,french,"May 29, 2014"
359344,Kent,Bottenfield,kent.bottenfield@company.org,19292383363,french,"October 30, 2017"
260233,Jason,Botts,jason.botts@company.org,19292383363,french,"November 21, 2017"
192910,Jason,Bourgeois,jason.bourgeois@company.org,19292383363,french,"October 9, 2015"
205578,Steve,Bourgeois,steve.bourgeois@company.org,19292383363,french,"December 3, 2014"
103740,Peter,Bourjos,peter.bourjos@company.org,19292383363,french,"April 24, 2002"
313073,Justin,Bour,justin.bour@company.org,19292383363,french,"December 30, 2005"
280628,Michael,Bourn,michael.bourn@company.org,19292383363,french,"May 12, 2005"
254300,Rafael,Bournigal,rafael.bournigal@company.org,19292383363,french,"July 6, 2005"
145455,Mike,Bovee,mike.bovee@company.org,19292383363,french,"May 24, 2011"
117841,Michael,Bowden,michael.bowden@company.org,19292383363,french,"February 15, 2019"
66857,Rob,Bowen,rob.bowen@company.org,19292383363,french,"July 3, 2007"
184463,Brent,Bowers,brent.bowers@company.org,19292383363,french,"April 23, 2009"
94726,Cedrick,Bowers,cedrick.bowers@company.org,19292383363,english,"November 4, 2013"
365094,Shane,Bowers,shane.bowers@company.org,19292383363,spanish,"July 31, 2014"
147098,Jim,Bowie,jim.bowie@company.org,19292383363,english,"September 15, 2009"
86715,Micah,Bowie,micah.bowie@company.org,19292383363,english,"October 17, 2010"
111053,John,Bowker,john.bowker@company.org,19292383363,english,"December 25, 2002"
275303,Brian,Bowles,brian.bowles@company.org,19292383363,english,"November 20, 2005"
285122,Matthew,Bowman,matthew.bowman@company.org,19292383363,english,"December 4, 2006"
258580,Travis,Bowyer,travis.bowyer@company.org,19292383363,english,"February 20, 2007"
363731,Brad,Boxberger,brad.boxberger@company.org,19292383363,english,"December 6, 2016"
211036,Jason,Boyd,jason.boyd@company.org,19292383363,english,"August 24, 2012"
301724,Matt,Boyd,matt.boyd@company.org,19292383363,spanish,"April 19, 2011"
279116,Blaine,Boyer,blaine.boyer@company.org,19292383363,english,"August 16, 2005"
343788,Marshall,Boze,marshall.boze@company.org,19292383363,english,"May 8, 2019"
379301,Brad,Brach,brad.brach@company.org,19292383363,english,"November 12, 2006"
82617,Silvino,Bracho,silvino.bracho@company.org,19292383363,spanish,"January 9, 2015"
81604,Andrew,Brackman,andrew.brackman@company.org,19292383363,english,"October 17, 2015"
196423,Zach,Braddock,zach.braddock@company.org,19292383363,english,"November 17, 2018"
120211,Dallas,Braden,dallas.braden@company.org,19292383363,english,"August 26, 2004"
323883,Chad,Bradford,chad.bradford@company.org,19292383363,english,"November 9, 2014"
390632,Chase,Bradford,chase.bradford@company.org,19292383363,english,"October 30, 2014"
217488,Archie,Bradley,archie.bradley@company.org,19292383363,english,"August 9, 2000"
244872,Jackie,Bradley,jackie.bradley@company.org,19292383363,english,"October 16, 2001"
284439,Jed,Bradley,jed.bradley@company.org,19292383363,english,"April 19, 2015"
158270,Milton,Bradley,milton.bradley@company.org,19292383363,spanish,"December 27, 2016"
162050,Ryan,Bradley,ryan.bradley@company.org,19292383363,french,"February 15, 2017"
160326,Terry,Bradshaw,terry.bradshaw@company.org,19292383363,english,"December 22, 2018"
289119,Doug,Brady,doug.brady@company.org,19292383363,spanish,"September 24, 2007"
351430,Michael,Brady,michael.brady@company.org,19292383363,english,"March 17, 2003"
252982,Darren,Bragg,darren.bragg@company.org,19292383363,english,"January 7, 2009"
342673,Mark,Brandenburg,mark.brandenburg@company.org,19292383363,spanish,"January 14, 2012"
328374,Jeff,Branson,jeff.branson@company.org,19292383363,english,"March 25, 2008"
307212,Michael,Brantley,michael.brantley@company.org,19292383363,spanish,"August 20, 2013"
262582,Rob,Brantly,rob.brantly@company.org,19292383363,english,"October 28, 2015"
56188,Russell,Branyan,russell.branyan@company.org,19292383363,english,"April 6, 2016"
362031,Ryan,Brasier,ryan.brasier@company.org,19292383363,english,"August 26, 2018"
176928,Steven,Brault,steven.brault@company.org,19292383363,spanish,"September 11, 2019"
223987,Ryan,Braun,ryan.braun@company.org,19292383363,english,"November 8, 2013"
291525,Bill,Bray,bill.bray@company.org,19292383363,english,"April 18, 2013"
247768,Craig,Brazell,craig.brazell@company.org,19292383363,english,"April 25, 2011"
370406,Dewon,Brazelton,dewon.brazelton@company.org,19292383363,english,"November 9, 2003"
287755,Yhency,Brazoban,yhency.brazoban@company.org,19292383363,spanish,"January 26, 2017"
309597,Leslie,Brea,leslie.brea@company.org,19292383363,english,"July 4, 2007"
380277,John,Brebbia,john.brebbia@company.org,19292383363,english,"July 21, 2005"
338227,Brent,Brede,brent.brede@company.org,19292383363,english,"July 13, 2015"
168068,Alex,Bregman,alex.bregman@company.org,19292383363,italian,"February 17, 2015"
212908,Bryce,Brentz,bryce.brentz@company.org,19292383363,english,"July 24, 2011"
150820,Craig,Breslow,craig.breslow@company.org,19292383363,english,"January 9, 2012"
384897,Ryan,Brett,ryan.brett@company.org,19292383363,english,"June 5, 2009"
352224,Billy,Brewer,billy.brewer@company.org,19292383363,spanish,"August 21, 2012"
371236,Charles,Brewer,charles.brewer@company.org,19292383363,english,"April 6, 2000"
178864,Colten,Brewer,colten.brewer@company.org,19292383363,english,"April 14, 2017"
62999,Jamie,Brewington,jamie.brewington@company.org,19292383363,english,"March 7, 2016"
126951,Austin,Brice,austin.brice@company.org,19292383363,english,"February 23, 2013"
186386,Jose,Briceno,jose.briceno@company.org,19292383363,english,"August 9, 2003"
398645,Parker,Bridwell,parker.bridwell@company.org,19292383363,italian,"June 8, 2009"
338051,Jake,Brigham,jake.brigham@company.org,19292383363,english,"March 8, 2015"
184274,Jeff,Brigham,jeff.brigham@company.org,19292383363,english,"October 11, 2006"
323545,Reid,Brignac,reid.brignac@company.org,19292383363,english,"February 6, 2005"
101047,Brad,Brink,brad.brink@company.org,19292383363,english,"December 8, 2008"
339010,Lewis,Brinson,lewis.brinson@company.org,19292383363,spanish,"July 11, 2005"
190689,Bernardo,Brito,bernardo.brito@company.org,19292383363,english,"July 2, 2005"
68095,Eude,Brito,eude.brito@company.org,19292383363,english,"November 19, 2017"
293523,Jorge,Brito,jorge.brito@company.org,19292383363,english,"July 18, 2002"
245701,Juan,Brito,juan.brito@company.org,19292383363,english,"November 20, 2013"
366830,Socrates,Brito,socrates.brito@company.org,19292383363,english,"July 12, 2007"
205198,Tilson,Brito,tilson.brito@company.org,19292383363,english,"October 20, 2000"
169850,Chris,Britton,chris.britton@company.org,19292383363,english,"May 17, 2019"
82911,Drake,Britton,drake.britton@company.org,19292383363,english,"November 22, 2001"
256899,Zach,Britton,zach.britton@company.org,19292383363,english,"December 10, 2015"
380559,Lance,Broadway,lance.broadway@company.org,19292383363,english,"October 27, 2011"
155060,Mike,Broadway,mike.broadway@company.org,19292383363,spanish,"January 6, 2007"
181466,Doug,Brocail,doug.brocail@company.org,19292383363,english,"December 27, 2009"
348161,Chris,Brock,chris.brock@company.org,19292383363,english,"February 24, 2000"
151380,Tarrik,Brock,tarrik.brock@company.org,19292383363,english,"August 26, 2012"
207889,Brian,Broderick,brian.broderick@company.org,19292383363,english,"July 1, 2018"
224042,Rico,Brogna,rico.brogna@company.org,19292383363,english,"November 27, 2015"
181314,Troy,Brohawn,troy.brohawn@company.org,19292383363,spanish,"October 17, 2008"
206325,Jeff,Bronkey,jeff.bronkey@company.org,19292383363,english,"June 9, 2013"
362411,Aaron,Brooks,aaron.brooks@company.org,19292383363,english,"July 2, 2016"
159799,Frank,Brooks,frank.brooks@company.org,19292383363,english,"April 6, 2011"
46368,Jerry,Brooks,jerry.brooks@company.org,19292383363,english,"November 8, 2007"
380049,Rex,Brothers,rex.brothers@company.org,19292383363,english,"September 23, 2003"
61365,Ben,Broussard,ben.broussard@company.org,19292383363,english,"November 23, 2018"
103952,Jim,Brower,jim.brower@company.org,19292383363,english,"February 13, 2016"
281154,Adrian,Brown,adrian.brown@company.org,19292383363,english,"January 13, 2014"
204919,Andrew,Brown,andrew.brown@company.org,19292383363,italian,"June 20, 2017"
105384,Barret,Browning,barret.browning@company.org,19292383363,spanish,"December 10, 2011"
304355,Brant,Brown,brant.brown@company.org,19292383363,english,"May 18, 2016"
348206,Brooks,Brown,brooks.brown@company.org,19292383363,english,"December 30, 2005"
186640,Corey,Brown,corey.brown@company.org,19292383363,english,"April 19, 2010"
294327,Dee,Brown,dee.brown@company.org,19292383363,spanish,"October 22, 2004"
214992,Domonic,Brown,domonic.brown@company.org,19292383363,english,"September 15, 2010"
48616,Dusty,Brown,dusty.brown@company.org,19292383363,english,"August 11, 2012"
71438,Emil,Brown,emil.brown@company.org,19292383363,spanish,"November 28, 2007"
388646,Gary,Brown,gary.brown@company.org,19292383363,english,"September 24, 2003"
47739,Jamie,Brown,jamie.brown@company.org,19292383363,english,"September 15, 2000"
139570,Jeremy,Brown,jeremy.brown@company.org,19292383363,english,"February 26, 2016"
323558,Jordan,Brown,jordan.brown@company.org,19292383363,english,"December 26, 2009"
199031,Kevin,Brown,kevin.brown@company.org,19292383363,english,"January 25, 2017"
224583,Mark,Brownson,mark.brownson@company.org,19292383363,portuguese,"March 23, 2000"
237012,Matthew,Brown,matthew.brown@company.org,19292383363,english,"January 1, 2019"
174094,Roosevelt,Brown,roosevelt.brown@company.org,19292383363,english,"October 14, 2004"
290193,Trevor,Brown,trevor.brown@company.org,19292383363,english,"December 22, 2013"
207441,Scott,Brow,scott.brow@company.org,19292383363,english,"March 10, 2002"
244784,Jonathan,Broxton,jonathan.broxton@company.org,19292383363,english,"November 1, 2011"
352412,Keon,Broxton,keon.broxton@company.org,19292383363,english,"October 1, 2010"
150133,Jay,Bruce,jay.bruce@company.org,19292383363,italian,"February 15, 2001"
348346,Jaycob,Brugman,jaycob.brugman@company.org,19292383363,english,"March 9, 2011"
300385,Cliff,Brumbaugh,cliff.brumbaugh@company.org,19292383363,english,"December 23, 2011"
204934,Jacob,Brumfield,jacob.brumfield@company.org,19292383363,english,"November 16, 2008"
279856,Duff,Brumley,duff.brumley@company.org,19292383363,english,"October 22, 2006"
237023,Greg,Brummett,greg.brummett@company.org,19292383363,english,"April 18, 2013"
67006,Tyson,Brummett,tyson.brummett@company.org,19292383363,english,"May 2, 2019"
234908,Brian,Bruney,brian.bruney@company.org,19292383363,english,"March 11, 2003"
75928,Justin,Brunette,justin.brunette@company.org,19292383363,french,"June 23, 2003"
200202,Will,Brunson,will.brunson@company.org,19292383363,english,"August 4, 2018"
393477,Eric,Bruntlett,eric.bruntlett@company.org,19292383363,english,"August 29, 2000"
148379,Jim,Bruske,jim.bruske@company.org,19292383363,english,"October 15, 2006"
392443,Kris,Bryant,kris.bryant@company.org,19292383363,english,"January 9, 2016"
368015,Jaime,Bubela,jaime.bubela@company.org,19292383363,english,"January 25, 2016"
298795,Brian,Buchanan,brian.buchanan@company.org,19292383363,english,"January 14, 2014"
53965,David,Buchanan,david.buchanan@company.org,19292383363,english,"November 19, 2012"
240976,Jake,Buchanan,jake.buchanan@company.org,19292383363,english,"April 19, 2016"
213343,Clay,Buchholz,clay.buchholz@company.org,19292383363,french,"October 4, 2009"
218409,Taylor,Buchholz,taylor.buchholz@company.org,19292383363,english,"March 2, 2018"
116366,Ryan,Buchter,ryan.buchter@company.org,19292383363,spanish,"April 6, 2006"
177230,Gary,Buckels,gary.buckels@company.org,19292383363,english,"January 1, 2014"
356623,John,Buck,john.buck@company.org,19292383363,english,"December 21, 2002"
122473,Billy,Buckner,billy.buckner@company.org,19292383363,english,"September 7, 2008"
261592,Travis,Buck,travis.buck@company.org,19292383363,english,"February 9, 2003"
305157,Ryan,Budde,ryan.budde@company.org,19292383363,english,"December 21, 2008"
137555,Mike,Buddie,mike.buddie@company.org,19292383363,english,"October 6, 2001"
198482,Mark,Budzinski,mark.budzinski@company.org,19292383363,english,"February 6, 2004"
193559,Walker,Buehler,walker.buehler@company.org,19292383363,english,"April 22, 2005"
317545,Mark,Buehrle,mark.buehrle@company.org,19292383363,english,"March 4, 2009"
379435,Francisley,Bueno,francisley.bueno@company.org,19292383363,english,"October 1, 2007"
317206,Jay,Buente,jay.buente@company.org,19292383363,english,"January 24, 2018"
152389,Damon,Buford,damon.buford@company.org,19292383363,english,"November 5, 2012"
258484,Ryan,Bukvich,ryan.bukvich@company.org,19292383363,english,"November 20, 2015"
246727,Jason,Bulger,jason.bulger@company.org,19292383363,spanish,"October 23, 2010"
348272,Bryan,Bullington,bryan.bullington@company.org,19292383363,english,"August 21, 2003"
165883,Jim,Bullinger,jim.bullinger@company.org,19292383363,english,"May 19, 2015"
149407,Kirk,Bullinger,kirk.bullinger@company.org,19292383363,english,"March 6, 2010"
263563,Madison,Bumgarner,madison.bumgarner@company.org,19292383363,english,"May 4, 2012"
293787,Aaron,Bummer,aaron.bummer@company.org,19292383363,italian,"December 5, 2015"
120250,Nate,Bump,nate.bump@company.org,19292383363,english,"July 17, 2008"
116531,Melvin,Bunch,melvin.bunch@company.org,19292383363,english,"March 29, 2018"
54524,Dylan,Bundy,dylan.bundy@company.org,19292383363,english,"October 5, 2009"
202304,Danny,Burawa,danny.burawa@company.org,19292383363,english,"January 27, 2018"
140851,Nick,Burdi,nick.burdi@company.org,19292383363,english,"December 15, 2006"
294856,Ambiorix,Burgos,ambiorix.burgos@company.org,19292383363,english,"March 17, 2006"
99002,Enrique,Burgos,enrique.burgos@company.org,19292383363,english,"March 19, 2014"
153277,Hiram,Burgos,hiram.burgos@company.org,19292383363,english,"February 18, 2014"
309229,Chris,Burke,chris.burke@company.org,19292383363,english,"August 23, 2008"
84176,Greg,Burke,greg.burke@company.org,19292383363,italian,"April 2, 2009"
340856,Jamie,Burke,jamie.burke@company.org,19292383363,french,"May 24, 2007"
50985,John,Burke,john.burke@company.org,19292383363,french,"July 26, 2000"
398549,Morgan,Burkhart,morgan.burkhart@company.org,19292383363,french,"November 15, 2007"
232314,Alex,Burnett,alex.burnett@company.org,19292383363,french,"May 31, 2010"
189442,Corbin,Burnes,corbin.burnes@company.org,19292383363,french,"March 13, 2017"
52318,Sean,Burnett,sean.burnett@company.org,19292383363,french,"July 31, 2015"
394790,Jeromy,Burnitz,jeromy.burnitz@company.org,19292383363,french,"April 28, 2017"
104228,Andy,Burns,andy.burns@company.org,19292383363,french,"November 22, 2006"
120981,Billy,Burns,billy.burns@company.org,19292383363,french,"August 7, 2012"
342512,Cory,Burns,cory.burns@company.org,19292383363,french,"October 9, 2017"
180898,Mike,Burns,mike.burns@company.org,19292383363,french,"July 12, 2002"
379201,Brian,Burres,brian.burres@company.org,19292383363,french,"February 20, 2010"
172561,Pat,Burrell,pat.burrell@company.org,19292383363,french,"July 3, 2004"
159611,Emmanuel,Burriss,emmanuel.burriss@company.org,19292383363,french,"January 25, 2019"
308859,Sean,Burroughs,sean.burroughs@company.org,19292383363,french,"December 14, 2004"
171795,Terry,Burrows,terry.burrows@company.org,19292383363,french,"March 17, 2012"
217097,Ryan,Burr,ryan.burr@company.org,19292383363,french,"August 2, 2018"
166945,Jared,Burton,jared.burton@company.org,19292383363,french,"June 30, 2015"
294124,Mike,Busby,mike.busby@company.org,19292383363,french,"July 22, 2009"
54858,Brian,Buscher,brian.buscher@company.org,19292383363,french,"August 20, 2006"
195906,Matt,Buschmann,matt.buschmann@company.org,19292383363,french,"July 29, 2009"
384757,Mike,Busch,mike.busch@company.org,19292383363,french,"March 13, 2017"
243302,Alan,Busenitz,alan.busenitz@company.org,19292383363,french,"January 4, 2009"
195215,Dave,Bush,dave.bush@company.org,19292383363,french,"October 1, 2010"
65131,Homer,Bush,homer.bush@company.org,19292383363,french,"July 16, 2018"
74656,Chris,Bushing,chris.bushing@company.org,19292383363,french,"September 18, 2008"
358278,Matt,Bush,matt.bush@company.org,19292383363,french,"December 16, 2001"
375780,Nick,Buss,nick.buss@company.org,19292383363,french,"May 8, 2007"
50900,Mike,Butcher,mike.butcher@company.org,19292383363,french,"July 20, 2018"
213933,Drew,Butera,drew.butera@company.org,19292383363,french,"July 15, 2003"
111048,Adam,Butler,adam.butler@company.org,19292383363,french,"June 11, 2011"
71214,Billy,Butler,billy.butler@company.org,19292383363,french,"November 9, 2010"
227924,Brent,Butler,brent.butler@company.org,19292383363,french,"April 29, 2014"
172665,Dan,Butler,dan.butler@company.org,19292383363,french,"July 23, 2008"
87049,Eddie,Butler,eddie.butler@company.org,19292383363,french,"October 28, 2000"
104696,Josh,Butler,josh.butler@company.org,19292383363,french,"May 9, 2009"
208549,Joey,Butler,joey.butler@company.org,19292383363,french,"March 1, 2000"
188641,Keith,Butler,keith.butler@company.org,19292383363,french,"March 15, 2014"
257348,Rich,Butler,rich.butler@company.org,19292383363,french,"March 17, 2008"
359696,Rob,Butler,rob.butler@company.org,19292383363,french,"August 8, 2004"
381972,Ty,Buttrey,ty.buttrey@company.org,19292383363,french,"June 7, 2013"
304922,Byron,Buxton,byron.buxton@company.org,19292383363,french,"July 11, 2013"
156351,Freddie,Bynum,freddie.bynum@company.org,19292383363,french,"November 21, 2012"
359796,Mike,Bynum,mike.bynum@company.org,19292383363,french,"March 8, 2004"
305598,Tim,Byrdak,tim.byrdak@company.org,19292383363,french,"December 7, 2003"
121406,Jim,Byrd,jim.byrd@company.org,19292383363,french,"September 30, 2007"
381574,Marlon,Byrd,marlon.byrd@company.org,19292383363,french,"December 19, 2012"
181393,Paul,Byrd,paul.byrd@company.org,19292383363,french,"November 3, 2013"
368419,Eric,Byrnes,eric.byrnes@company.org,19292383363,french,"July 27, 2003"
113094,Cesar,Cabral,cesar.cabral@company.org,19292383363,french,"September 9, 2018"
284102,Alex,Cabrera,alex.cabrera@company.org,19292383363,french,"May 19, 2013"
271391,Alberto,Cabrera,alberto.cabrera@company.org,19292383363,french,"April 11, 2007"
95243,Asdrubal,Cabrera,asdrubal.cabrera@company.org,19292383363,french,"October 11, 2017"
108455,Daniel,Cabrera,daniel.cabrera@company.org,19292383363,french,"July 28, 2003"
129286,Edwar,Cabrera,edwar.cabrera@company.org,19292383363,french,"February 8, 2006"
227674,Everth,Cabrera,everth.cabrera@company.org,19292383363,french,"July 4, 2004"
183986,Fernando,Cabrera,fernando.cabrera@company.org,19292383363,french,"October 26, 2004"
271698,Jose,Cabrera,jose.cabrera@company.org,19292383363,french,"July 30, 2002"
135341,Jolbert,Cabrera,jolbert.cabrera@company.org,19292383363,french,"November 15, 2010"
58223,Mauricio,Cabrera,mauricio.cabrera@company.org,19292383363,french,"August 29, 2016"
254202,Melky,Cabrera,melky.cabrera@company.org,19292383363,french,"October 24, 2008"
387778,Miguel,Cabrera,miguel.cabrera@company.org,19292383363,french,"June 22, 2010"
376290,Orlando,Cabrera,orlando.cabrera@company.org,19292383363,french,"October 22, 2010"
288625,Ramon,Cabrera,ramon.cabrera@company.org,19292383363,french,"July 14, 2006"
337562,Edgar,Caceres,edgar.caceres@company.org,19292383363,french,"January 20, 2017"
351963,Trevor,Cahill,trevor.cahill@company.org,19292383363,french,"November 15, 2017"
186795,Lorenzo,Cain,lorenzo.cain@company.org,19292383363,french,"August 9, 2016"
